Judul Lagu,Lirik
Denik Armila – Sewelan,koncar kancir isun riko larani ugo riko gaw memeng embuh apuwo isun mageh welas tau biso lalek riko sun kuat kuataken sun tabah tabahaken anggo imbangi riko wong hang isun yang eman ati gawenanen panger dadi magih kuat isun nah lamu ati gawen manungso bakal rompal ajur ugo wel koncar kancir isun riko larani ugo riko gaw memeng embuh apuwo isun mageh welas tau biso lalek riko sun kuat kuataken sun tabah tabahaken anggo imbangi riko wong hang isun yang eman ati gawenanen panger dadi magih kuat isun nah lamu ati gawen manungso bakal rompal ajur ugo wel eman ati gawenanen panger dadi magih kuat isun nah lamu ati gawen manungso bakal rompal ajur ugo wel bakal rompal ajur ugo wel
Evan Loss – Heem,hea heem hea heem hea heem hea heem hea heem hea heem hea heem hea heem yang apa nesu aku kangen suara merdu ojo meneng suw apa masalahmu crito wae yang aku menyapamu jawabmu sgkat mimalis heem coba meneh ku menyapamu mung podo wae jawabanmu heem hea heem jawabanmu marai rancu iso iso kupgku dadi kaku hea heem yang aku ra paham meneh kurang dalam air laut itu lebih dalam ctaku padamu tetapi isi hatimu aku tidak tahu yang aku menyapamu jawabmu sgkat mimalis heem coba meneh ku menyapamu mung podo wae jawabanmu heem hea heem jawabanmu marai rancu iso iso kupgku dadi kaku hea heem yang aku ra paham meneh kurang dalam air laut itu lebih dalam ctaku padamu tetapi isi hatimu aku tidak tahu yang aku menyapamu jawabmu sgkat mimalis heem
Ndarboy Genk – Wayahe Tobat,wul poso uwis teko aku jek neng tindak doso ono rezeki gag mangkat judi kjrong ati pengen mari hur lawuh soto babat jujur aku pengen tobat buko omben es pakel niat gsun tetep angel nek podo maksiat ojo ajak ajak nolak aku rapenak yo cah dew kudu pisah golek dal berkah mari bersalam lam mari maaf maaf walau saling jal hari lebar yang menyatuk aku kow kabeh dulur piya piy kudu akur mugo gusti ijabahi mbok karepati tahun nek podo maksiat ojo ajak ajak nolak aku rapenak yo cah dew kudu pisah golek dal berkah mari bersalam lam mari maaf maaf walau saling jal hari lebar yang menyatuk aku kow kabeh dulur piya piy kudu akur mugo gusti ijabahi mbok karepati tahun mbok karepati tahun
Sasya Arkhisna – Sumpah Aku Ora Gendaan,ho oh ten aku genda aku dol mung butuh hibur kow berjuang ge aku ra mungk mengkhianatimu dari hati yang palg dalam ku menctaimu spah ten aku genda jujur aku mung sepi we sibuk rja berkurang waktu pacar ojo lah paham ojo curiga ojo gaw assi di pala temu aku mlaku koncoku kow ojo cemburu aku amung golek hibur mung temu konco genda nenang pikir ra karu karu lah dal ho oh ten aku genda aku dol mung butuh hibur kow berjuang ge aku ra mungk mengkhianatimu dari hati yang palg dalam ku menctaimu spah ten aku genda jujur aku mung sepi we sibuk rja berkurang waktu pacar ojo lah paham ojo curiga ojo gaw assi di pala temu aku mlaku koncoku kow ojo cemburu aku amung golek hibur mung temu konco genda nenang pikir ra karu karu lah dal ho oh ten aku genda aku dol mung butuh hibur kow berjuang ge aku ra mungk mengkhianatimu dari hati yang palg dalam ku menctaimu spah ten aku genda jujur aku mung sepi we sibuk rja berkurang waktu pacar ojo lah paham ho oh ten aku genda aku dol mung butuh hibur kow berjuang ge aku ra mungk mengkhianatimu dari hati yang palg dalam ku menctaimu spah ten aku genda jujur aku mung sepi we sibuk rja berkurang waktu pacar ojo lah paham we sibuk rja berkurang waktu pacar ojo lah paham
Anisa Salma – Tembang Kangen,wayah wengi udan gerimis ra uwis uwis banyu temetes dadi ksi gonku nangis wong tresnani tego nggalak aku suwung jrong uripku ono sliramu silir ang tansah ndudut kalbu roso empet agaw loro dadaku lewat tembang kangen mugo biso dadi tombo tombo kangen nandang wuyung rino wengi lewat tembang kangen aku titip tres pancen sliramu uwes kroso lewat tembang kangen aku titip yang tresnaku mrg sliramu biso ilang lali pancen ra erti tenan aku mung tansah tyo enteni enteni bal endah manis esemmu lewat tembang kangen wujud katresnanku wayah wengi udan gerimis ra uwis uwis banyu temetes dadi ksi gonku nangis wong tresnani tego nggalak aku suwung jrong uripku ono sliramu silir ang tansah ndudut kalbu roso empet agaw loro dadaku lewat tembang kangen mugo biso dadi tombo tombo kangen nandang wuyung rino wengi lewat tembang kangen aku titip tres pancen sliramu uwes kroso lewat tembang kangen aku titip yang tresnaku mrg sliramu biso ilang lali pancen ra erti tenan aku mung tansah tyo enteni enteni bal endah manis esemmu lewat tembang kangen wujud katresnanku
Esa Risty – Ngecembeng,urip koyo banyu mili manut gowo endi rogoku koyok mati adem panas kupg krungu kow mutus janji sek dodo panas ati ecembeng eluh moto ra pis pdo kow nyatakk pgin nggalk pengen elalekk terah lahku mbiyen natoni cacat ati ra mbok obati lha kudu piy aku iki puran puran adem panas kupg krungu kow mutus janji sek dodo panas ati ecembeng eluh moto ra pis pdo kow nyatakk pgin nggalk pengen elalekk terah lahku mbiyen natoni cacat ati ra mbok obati lha kudu piy aku iki puran puran ra pis pdo kow nyatakk pgin nggalk pengen elalekk terah lahku mbiyen natoni cacat ati ra mbok obati lha kudu piy aku iki puran puran
Denny Caknan – Gelombang Asmoro (feat. Niken Salindry),liwat gelombang radio aku krungu swaramu nal nal kirim kirim lam njur terus gol nggol penasar pengen ajak temu liwat gelombang radio aku krungu swaramu terus nal nal rekues lagu gelombang asmoro lagu sering puter bendo pomo biso aku gayuh ltang pengen petik weh sliramu yang neng kahanan aku durong erti sliran mung sworo radio biso dadi gant durung suw gonku nal rungu swaran atiku tansah tratap penasar koyo opo to sliran iseh leg ono duw semono ugo atiku rungu swaramu dag dig dug roso jantungku gelombang asmoro ra nyo nuwuhk tres soko sworo ndadekk bungah roso pomo biso aku gayuh ltang pengen petik weh sliramu yang neng kahanan aku durong erti sliran mung sworo radio biso dadi gant pomo biso aku gayuh ltang pengen petik weh sliramu yang neng kahanan aku durong erti sliran mung sworo radio biso dadi gant liwat radio dadi konco bendan
Sasya Arkhisna – Denpasar Arjosari (feat. Putri Kristya),tanggal telung puluh oktober dek wgi smsmu isih ono hp simpen ono njero folder pribadi terus woco ben awan ben bengi soko termal arjosari pamit budhal bali emboh denpasar embuh endi emboh cantol cewek australi iki ajak bubar pcut cewek denpasar putusanmu bulat tekadmu mung pandonganku padhango dalanmu pentg aku tau rasakk ajak pisah aku mung manut wae joko dudo denpasar akeh tunggal pilih tut way mad praw rondho aku erti sopo joko dudo aku jan podho aku mbok wantiwanti ojo anti aku lali tapi engkau lupa diri ctaku kau bawa pergi timbang mikir penak turu wae sopo erti aku ipi pethuk njron impi terus jak ngene ra gelem penak plekotho wae praw rondho aku erti sopo joko dudo aku jan podho aku mbok wantiwanti ojo anti aku lali tapi engkau lupa diri ctaku kau bawa pergi
Shepin Misa – Ikhlas Nyawang,biyen nalika pamit janji ra liya dhela kow wis dolan rasa omong jar mung kanca aku wis percaya jebul kow bali wong liya yak pancen wis dadi dalan aku mung bisa manut marang takdir gedh rasa tresnaku mbok pelekk kudu ikhlas nyawang kow liyan aku mung bisa ndongakk muga bahagia ro de’ jo noleh mburi aku nata ati aku ra bisa nampa kabeh kandhamu cidro pancen wis mbok niati aku lunga kow mblenjani nady aku ra ira rasan sih impi kadhung wis kapak mung siji welgku ojo anti mbok baleni muga kow ra lali wis akeh mbok larani elgo yang karmamu menanti yak pancen wis dadi dalan aku mung bisa manut marang takdir gedh rasa tresnaku mbok pelekk kudu ikhlas nyawang kow liyan aku mung bisa ndongakk muga bahagia ro de’ jo noleh mburi aku nata ati aku ra bisa nampa kabeh kandhamu cidro pancen wis mbok niati aku lunga kow mblenjani nady aku ra ira rasan sih impi kadhung wis kapak mung siji welgku ojo anti mbok baleni muga kow ra lali wis akeh mbok larani elgo yang karmamu menanti aku ra bisa nampa kabeh kandhamu cidro pancen wis mbok niati aku lunga kow mblenjani nady aku ra ira rasan sih impi kadhung wis kapak mung siji welgku ojo anti mbok baleni muga kow ra lali wis akeh mbok larani elgo yang karmamu menanti elgo yang karmamu menanti
Esa Risty – Nglilakne Kowe,pancen mlarat bondo pancen aku wong ra nduw lah aku nresnani pancen ra tres opo ra kondo biyen biyen neng gaw loro atiku mung gaw tatu ucapmu dek wgi elg teko pren susah neng jaren arep nggalk nyatan wis gandeng liyan tego atimu nggalak aku lungo’o aku wis lilo timbang kene mung gaw loro wis marem rasamu lakon remuk atiku aku pancen ra pantes awakmu ucapmu dek wgi elg teko pren susah neng jaren arep nggalk nyatan wis gandeng liyan tego atimu nggalak aku lungo’o aku wis lilo timbang kene mung gaw loro wis marem rasamu lakon remuk atiku aku pancen ra pantes awakmu lungo’o aku wis lilo timbang kene mung gaw loro wis marem rasamu lakon remuk atiku aku pancen ra pantes awakmu aku pancen ra pantes awakmu
Sasya Arkhisna – Satru 2,pupuk wih katresnanku awakmu dungoku tukul lemu urip ayem nengmu aku percoyo wih tresnamu nandes mancep atiku kurang leh ku erteni karepmu aku yo wis lirik liyan nek kangen omong kangen rasah tukar ae mbok emanem hubungan uwong tresnani gaw ndar ati mbok ojo tru tru wae yangku jajal rasah percoyo nek trimo kabar ko njobo aku rjo uripimu makmurn atimu aku enteni aku ertenimu huooo ooo ooo ooo kurang lehku erteni karepmu aku yo wis lirik liyan nek kangen omong kangen rasah tukar ae mbok emanem hubungan uwong tresnani gaw ndar ati mbok ojo tru tru wae yangku jajal rasah percoyo nek trimo kabar ko njobo aku rjo uripimu makmurn atimu uwong tresnani gaw ndar ati mbok ojo tru tru wae yangku jajal rasah percoyo nek trimo kabar ko njobo aku rjo uripimu makmurn atimu
Vita Alvia – Cidro 3,perpisah dadi getung ati nyapo mbiyen kow nengi nyenengi sliramu gaw loro atiku getun nyapo mbiyen temu jar kow ukir jenengku mbok patri njero atimu ilg mbiyen janjimu tresnomu mung siji yo aku ngopo saikine cidro kabeh omongmu gombal mukiyo sopo wong ra bakal tatu nyenengi wong koyo sliramu omong cta yang mung aku janji tiyo umur uripmu ngopo ikine tego arep moto kow gandeng wong liyo hohooo hohooo iris atiku ancen rogo getih naj tatu mergo roso perih njero dodoku gulon manis isih manis madu mergan mbok iris atiku perpisah dadi getung ati nyapo mbiyen kow nengi nyenengi sliramu gaw loro atiku getun nyapo mbiyen temu sopo wong ra bakal tatu nyenengi wong koyo sliramu omong cta yang mung aku janji tiyo umur uripmu ngopo ikine tego arep moto kow gandeng wong liyo hohooo hohooo iris atiku ancen rogo getih naj tatu mergo roso perih njero dodoku gulon manis isih manis madu mergan mbok iris atiku perpisah dadi getung ati nyapo mbiyen kow nengi nyenengi sliramu gaw loro atiku getun nyapo mbiyen temu
Woro Widowati – Tangise Sarangan,rang dadi ksi nalikan jam semono kono sliramu medot janji ono pggir telogo aku biso cobo ronto dodo telogomu ibarat eluhku howo adem ibarat atiku asri panggonmu ra biso gambark atiku roso perih dodo kudu lilo aku mbok tggal lilo aku ra lilo piy maneh wis dal kuoso rang dadi ksi tetes eluhku pggir telogo culn sliramu piy aku kudu piy uwis ngene dadi dalan mugo uripmu bahagio mulyo wong ayu dadi pilihanmu rang dadi ksi nalikan jam semono kono sliramu medot janji ono pggir telogo aku biso cobo ronto dodo telogomu ibarat eluhku howo adem ibarat atiku asri panggonmu ra biso gambark atiku roso perih dodo kudu lilo aku mbok tggal lilo aku ra lilo piy maneh wis dal kuoso rang dadi ksi tetes eluhku pggir telogo culn sliramu piy aku kudu piy uwis ngene dadi dalan mugo uripmu bahagio mulyo wong ayu dadi pilihanmu lilo aku ra lilo piy maneh wis dal kuoso rang dadi ksi tetes eluhku pggir telogo culn sliramu piy aku kudu piy uwis ngene dadi dalan mugo uripmu bahagio mulyo wong ayu dadi pilihanmu wong ayu dadi pilihanmu wong ayu dadi pilihanmu
Northsle – Laraku (feat. Alya Sekar),cobo rungok aku delo wae erteni awakku kurangi egomu ademk atimu ojo mung gaw tatu ra elgi aku kene tok anggep mung tok anggep pel cen bener kandan wong tulus anan mung larani gusti lahku kurangku ben dino marai mikir jeru mung masalah tres aku raiso koyo wong liyo lakoni anti eluh brebes mili nyatan tok karepk malah tres liyan ajur mur ati remuk rasan hoo ooo bola bali mung dolan ati pangapuraku tulus mung sliramu cukup wgi ikhlask pancen takdir gusti lahku kurangku ben dino marai mikir jeru mung masalah tres aku raiso koyo wong liyo lakoni anti eluh brebes mili nyatan tok karepk malah tres liyan ajur mur ati remuk rasan hoo ooo bola bali mung dolan ati pangapuraku tulus mung sliramu cukup wgi ikhlask pancen takdir lakoni anti eluh brebes mili nyatan tok karepk malah tres liyan ajur mur ati remuk rasan hoo ooo bola bali mung dolan ati pangapuraku tulus mung sliramu cukup wgi ikhlask pancen takdir cukup wgi aku trimo putusan
Shepin Misa – Salip Kiwo (feat. Rap-X),uye uye syalala lalalalalala uye uye syalala lalalalalala uye uye syalala lalalalalala uye uye syalala lalalalalala cerito tentang tgkah polah manungso ono koyo rojo sih pgin dadi dewo nengan mencak mencak ra turuti penjaluk wong karep dew pengen enak udel tapi awas mua itu ada balasannya ra nek salip teko tengen nyalip teko kiwo dadi uwong ojo mbro tutur laku kudu jogo menang ra usah jowo kalah kudu iso legowo mek gur pis urip dunyo ayo podo podo ileng pgin maju ra usah nygkrihk pgin munggah ra usah nibakk pgin apik ra usah elekk pengen bahagi sini denganku saja uye uye syalala lalalalalala uye uye syalala lalalalalala uye uye syalala lalalalalala uye uye syalala lalalalalala cerito tentang tgkah polah manungso ono koyo rojo sih pgin dadi dewo nengan mencak mencak ra turuti penjaluk wong karep dew pengen enak udel tapi awas mua itu ada balasannya ra nek salip teko tengen nyalip teko kiwo dadi uwong ojo mbro tutur laku kudu jogo menang ra usah jowo kalah kudu iso legowo mek gur pis urip dunyo ayo podo podo ileng ra nek salip teko tengen nyalip teko kiwo dadi uwong ojo mbro tutur laku kudu jogo menang ra usah jowo kalah kudu iso legowo mek gur pis urip dunyo ayo podo podo ileng pgin maju ra usah nygkrihk pgin munggah ra usah nibakk pgin apik ra usah elekk pengen bahagi sini denganku saja
Esa Risty – Tuink Tuink,koyo kurang darah awak rasan rucah koyo gejala flu greges ra iso turu adem anget irung buntu tuk tuk sirahku tapi buk tentang gejala flu tapi tentang kangen kangenku padamu mergo yo mung kow palg lov you tapi tentang kangen kangenku padamu mergo yo mung kow palg lov you lelah lemah letih lesu anemia tanpamu lelah lemah letih lesu tuk tuk sirahku lelah lemah letih lesu ra mangat tanpamu tulung nyandgo aku mergo kow palg lov you tapi tentang kangen kangenku padamu mergo yo mung kow palg lov you tapi tentang kangen kangenku padamu mergo yo mung kow palg lov you lelah lemah letih lesu anemia tanpamu lelah lemah letih lesu tuk tuk sirahku lelah lemah letih lesu ra mangat tanpamu tulung nyandgo aku mergo kow palg lov you lelah lemah letih lesu anemia tanpamu lelah lemah letih lesu tuk tuk sirahku lelah lemah letih lesu ra mangat tanpamu tulung nyandgo aku mergo kow palg lov you
Shepin Misa – Wakanda Konoha,sampe gulung komg lakoni enteni tobatmu waleh teko nakalmu tapi podo koyo arepk udan lju panas srengeng emboh kap tekan anti njengkg njengkg belani tapi we ra erti mbedhedheg ati kadang peng adoh ra nggup adepi tgkah polahmu met aku tapi jik esakk kow ono wayah ono wates barku sampe ujung ojo nakal ojo mbaleni puramu ra bakal tampani uripo wakanda ra nek kandani tapi we manut bakal aku yangi ojo ruwet koyo wong konoha kono kono wis jajalen tggalen aku peng weroh iso tentrem uripmu uripo wakanda ra nek kandani tapi we manut bakal aku yangi ojo ruwet koyo wong konoha kono kono wis jajalen tggalen aku peng weroh iso tentrem uripmu uripo wakanda ra nek kandani tapi we manut bakal aku yangi ojo ruwet koyo wong konoha kono kono wis jajalen tggalen aku peng weroh iso tentrem uripmu tggalen aku peng weroh iso tentrem uripmu
Fira Cantika & Nabila Cahya – Infone Masseeh (Ninu Ninu Ninu),yo ndak mampu aku dudu spek idamanmu nuruti karepmu aku ninu ninu ninu yo ndak mampu aku dudu spek idamanmu nuruti karepmu aku ninu ninu ninu anti ndangak ndangak mas aku kalah mbarangan trus piy fon mas kadung jeru tresnoku neng dek’ seng kono good lookg mas neng kene mung spek’ wong kere terus aku kudu piy yo kudu cidro lawas suguhi ati dudu kopi tego larani nggan dew lamun ndak kuat mas yo ndak mampu aku dudu spek idamanmu nuruti karepmu aku ninu ninu ninu yo ndak mampu aku dudu spek idamanmu nuruti karepmu aku ninu ninu ninu anti ndangak ndangak mas aku kalah mbarangan trus piy fon mas kadung jeru tresnoku neng dek’ seng kono good lookg mas neng kene mung spek’ wong kere terus aku kudu piy yo kudu cidro lawas suguhi ati dudu kopi tego larani nggan dew lamun ndak kuat mas yo ndak mampu aku dudu spek idamanmu nuruti karepmu aku ninu ninu ninu yo ndak mampu aku dudu spek idamanmu nuruti karepmu aku ninu ninu ninu yo ndak mampu aku dudu spek idamanmu nuruti karepmu aku ninu ninu ninu yo ndak mampu aku dudu spek idamanmu nuruti karepmu aku ninu ninu ninu
